Date,Open,High,Low,Close,Adj Close,Volume
2018-08-24,11600.900391,11669.299805,11575.900391,11592.150391,11592.150391,749000
2018-08-27,11647.250000,11758.049805,11636.200195,11741.200195,11741.200195,1171700
2018-08-28,11779.549805,11806.349609,11729.650391,11796.950195,11796.950195,768300
2018-08-29,11787.150391,11845.299805,11780.150391,11807.450195,11807.450195,908500
2018-08-30,11803.849609,11805.000000,11703.799805,11743.349609,11743.349609,930600
2018-08-31,11747.000000,11784.150391,11671.099609,11719.049805,11719.049805,781100
2018-09-03,11785.049805,11785.599609,11616.950195,11631.299805,11631.299805,573400
2018-09-04,11631.700195,11651.450195,11501.099609,11521.599609,11521.599609,948500
2018-09-05,11508.500000,11553.549805,11365.750000,11459.650391,11459.650391,766000
2018-09-06,11494.450195,11531.400391,11398.250000,11501.799805,11501.799805,726400
2018-09-07,11509.700195,11523.000000,11426.099609,11502.099609,11502.099609,762200
2018-09-10,11466.299805,11471.349609,11321.299805,11340.299805,11340.299805,1128500
2018-09-11,11374.900391,11376.900391,11174.250000,11186.299805,11186.299805,1243800
2018-09-12,11228.000000,11235.700195,11089.900391,11208.450195,11208.450195,1013500
2018-09-14,11300.950195,11427.950195,11290.500000,11414.700195,11414.700195,730300
2018-09-17,11349.650391,11349.650391,11207.650391,11223.500000,11223.500000,614100
2018-09-18,11214.349609,11249.900391,11050.450195,11065.849609,11065.849609,895200
2018-09-19,11103.799805,11112.150391,10957.200195,10973.049805,10973.049805,978200
2018-09-21,11043.049805,11187.750000,10451.400391,10858.450195,10858.450195,1694600
2018-09-24,10882.250000,10883.049805,10448.549805,10485.150391,10485.150391,1185300
2018-09-25,10476.299805,10708.049805,10355.700195,10684.299805,10684.299805,1291900
2018-09-26,10760.099609,10782.200195,10650.400391,10703.599609,10703.599609,906200
2018-09-27,10717.650391,10721.799805,10510.299805,10524.950195,10524.950195,1053600
2018-09-28,10573.799805,10676.299805,10486.700195,10577.099609,10577.099609,1235100
2018-10-01,10550.750000,10730.900391,10448.450195,10706.549805,10706.549805,1041500
2018-10-03,10676.099609,10740.349609,10566.200195,10589.400391,10589.400391,985700
2018-10-04,10454.250000,10517.799805,10350.150391,10481.650391,10481.650391,1304700
2018-10-05,10442.750000,10510.150391,10129.400391,10216.900391,10216.900391,1198700
2018-10-08,10192.750000,10265.049805,10029.200195,10175.950195,10175.950195,1001500
2018-10-09,10211.799805,10323.299805,10160.450195,10212.450195,10212.450195,745100
2018-10-10,10247.799805,10603.099609,10242.099609,10563.599609,10563.599609,1195700
2018-10-11,10203.849609,10358.900391,10192.200195,10266.900391,10266.900391,1158000
2018-10-12,10369.250000,10567.750000,10352.799805,10537.549805,10537.549805,1133700
2018-10-15,10584.400391,10609.049805,10443.099609,10545.049805,10545.049805,812400
2018-10-16,10557.000000,10680.950195,10518.349609,10628.250000,10628.250000,878600
2018-10-17,10729.599609,10754.400391,10388.150391,10416.599609,10416.599609,845300
2018-10-19,10337.400391,10468.700195,10228.650391,10284.250000,10284.250000,946300
2018-10-22,10447.049805,10477.900391,10313.900391,10336.049805,10336.049805,955000
2018-10-23,10226.049805,10388.250000,10225.349609,10321.700195,10321.700195,880600
2018-10-24,10476.299805,10495.150391,10336.950195,10464.849609,10464.849609,1141700
2018-10-25,10373.549805,10418.250000,10295.299805,10341.700195,10341.700195,1951900
2018-10-26,10346.900391,10373.700195,10233.950195,10260.099609,10260.099609,860100
2018-10-29,10337.500000,10501.849609,10239.150391,10472.450195,10472.450195,1817400
2018-10-30,10467.750000,10541.650391,10351.700195,10398.650391,10398.650391,1101100
2018-10-31,10414.500000,10652.799805,10336.799805,10639.950195,10639.950195,1159100
2018-11-01,10703.200195,10747.049805,10621.950195,10684.849609,10684.849609,1096200
2018-11-02,10777.849609,10938.250000,10755.299805,10864.950195,10864.950195,1114400
2018-11-05,10860.500000,10865.000000,10769.950195,10840.450195,10840.450195,1187400
2018-11-06,10853.000000,10903.400391,10776.849609,10800.250000,10800.250000,1224600
2018-11-07,10880.250000,10885.650391,10864.500000,10874.450195,10874.450195,7300
2018-11-09,10874.750000,10897.299805,10773.950195,10874.599609,10874.599609,848300
2018-11-12,10887.250000,10943.650391,10736.250000,10757.000000,10757.000000,687000
2018-11-13,10712.000000,10879.900391,10694.250000,10867.599609,10867.599609,830300
2018-11-14,10943.000000,10978.950195,10888.150391,10934.950195,10934.950195,1243100
2018-11-15,10946.849609,11071.349609,10880.349609,11055.200195,11055.200195,822300
2018-11-16,11089.299805,11170.299805,11069.750000,11140.049805,11140.049805,1144500
2018-11-19,11183.150391,11184.700195,11095.599609,11128.599609,11128.599609,721400
2018-11-20,11098.500000,11111.000000,11019.250000,11043.150391,11043.150391,689600
2018-11-21,11038.900391,11122.950195,11011.049805,11087.799805,11087.799805,780800
2018-11-22,11084.150391,11126.549805,10972.849609,10994.200195,10994.200195,553400
2018-11-26,11048.650391,11132.599609,11005.599609,11124.349609,11124.349609,779200
2018-11-27,11094.500000,11190.900391,11088.400391,11173.299805,11173.299805,765100
